200.000000	25.745531	70.498260	
204.000000	25.211292	71.321510	
208.000000	24.719421	72.210014	
212.000000	24.199474	73.000809	
216.000000	23.676134	73.428207	
220.000000	23.264746	73.443604	
224.000000	23.049852	73.294662	
228.000000	23.020185	73.324211	
232.000000	23.094063	73.731102	
236.000000	23.188761	74.506142	
240.000000	23.262138	75.551697	
244.000000	23.305326	76.778755	
248.000000	23.322922	78.144203	
252.000000	23.320385	79.637909	
256.000000	23.299812	81.265953	
260.000000	23.261696	83.041145	
264.000000	23.207457	84.980278	
268.000000	23.142883	87.136330	
272.000000	23.077318	89.660080	
276.000000	22.923422	92.913803	
280.000000	22.419392	96.905243	
284.000000	21.374792	100.833130	
288.000000	19.935566	103.592201	
292.000000	18.484278	104.644272	
296.000000	17.309767	104.391785	
300.000000	16.445776	103.581329	
304.000000	15.804372	102.659203	
308.000000	15.314251	101.777176	
312.000000	14.926564	100.979073	
316.000000	14.617032	100.288551	
320.000000	14.367424	99.724510	
324.000000	14.162912	99.297752	
328.000000	13.990909	99.009476	
332.000000	13.843255	98.862518	
336.000000	13.711349	98.848206	
340.000000	13.589502	98.958702	
344.000000	13.473688	99.186195	
348.000000	13.361523	99.522842	
352.000000	13.252661	99.966080	
356.000000	13.147897	100.537704	
360.000000	13.040760	101.294487	
364.000000	12.906974	102.266922	
368.000000	12.719013	103.373222	
372.000000	12.468259	104.432747	
376.000000	12.177149	105.188736	
380.000000	11.959918	105.480202	
384.000000	11.902686	106.189674	
388.000000	11.822791	107.948669	
392.000000	11.586916	110.343765	
396.000000	11.169144	112.943115	
400.000000	10.572833	115.405060	
404.000000	9.822164	117.320183	
408.000000	8.960202	118.247528	
412.000000	8.063354	117.589928	
416.000000	7.229992	114.779419	
420.000000	6.593280	109.481842	
424.000000	6.266185	102.245766	
428.000000	6.302467	94.668518	
432.000000	6.651561	88.533188	
436.000000	7.191345	84.629158	
440.000000	7.804442	82.825142	
444.000000	8.405426	82.613525	
448.000000	8.946389	83.446960	
452.000000	9.404972	84.933426	
456.000000	9.774736	86.804329	
460.000000	10.059895	88.886696	
464.000000	10.269629	91.057709	
468.000000	10.414235	93.252213	
472.000000	10.503791	95.425529	
476.000000	10.547506	97.557083	
480.000000	10.554487	99.639923	
484.000000	10.531448	101.668747	
488.000000	10.484542	103.647957	
492.000000	10.419300	105.588669	
496.000000	10.340713	107.498703	
500.000000	10.252112	109.390030	
504.000000	10.156625	111.285080	
508.000000	10.056636	113.204132	
512.000000	9.954517	115.176514	
516.000000	9.850595	117.241226	
520.000000	9.742459	119.453209	
524.000000	9.622080	121.861916	
528.000000	9.477666	124.497597	
532.000000	9.294688	127.349815	
536.000000	9.061662	130.361008	
540.000000	8.773280	133.437103	
544.000000	8.431460	136.452515	
548.000000	8.048797	139.160889	
552.000000	7.667625	141.570587	
556.000000	7.309015	143.782471	
560.000000	6.981236	145.921082	
564.000000	6.687510	148.137939	
568.000000	6.424036	150.736389	
572.000000	6.162332	153.880051	
576.000000	5.888685	157.579163	
580.000000	5.597557	161.910492	
584.000000	5.259779	167.135773	
588.000000	4.865462	173.238892	
592.000000	4.431736	180.295090	
596.000000	3.961071	188.668152	
600.000000	3.411520	198.666656	
604.000000	2.860402	211.019943	
608.000000	2.344983	227.267288	
612.000000	1.880950	249.065338	
616.000000	1.632052	-82.106041	
620.000000	1.689379	-51.020851	
624.000000	1.962868	-25.192295	
628.000000	2.373897	-6.493765	
632.000000	2.816900	7.341058	
636.000000	3.240604	18.169054	
640.000000	3.637179	26.980394	
644.000000	3.992420	34.476547	
648.000000	4.308015	41.001759	
652.000000	4.585986	46.835896	
656.000000	4.830441	52.141983	
660.000000	5.040157	57.041565	
664.000000	5.223322	61.623428	
668.000000	5.376907	65.956055	
672.000000	5.506693	70.087067	
676.000000	5.612862	74.057045	
680.000000	5.697038	77.892654	
684.000000	5.762784	81.619408	
688.000000	5.808595	85.257874	
692.000000	5.840417	88.820419	
696.000000	5.854135	92.326508	
700.000000	5.857984	95.782364	
704.000000	5.845680	99.206467	
708.000000	5.826176	102.594620	
712.000000	5.793285	105.975037	
716.000000	5.755712	109.336777	
720.000000	5.707296	112.707260	
724.000000	5.656395	116.077606	
728.000000	5.597674	119.469200	
732.000000	5.536704	122.873871	
736.000000	5.471667	126.310127	
740.000000	5.404404	129.777771	
744.000000	5.337228	133.280975	
748.000000	5.268119	136.840027	
752.000000	5.202743	140.423706	
756.000000	5.135007	144.088226	
760.000000	5.074706	147.764160	
764.000000	5.014799	151.525131	
768.000000	4.961071	155.321198	
772.000000	4.912576	159.173096	
776.000000	4.868347	163.088684	
780.000000	4.832586	167.014877	
784.000000	4.802182	171.020615	
788.000000	4.782434	175.014877	
792.000000	4.770845	179.048981	
796.000000	4.767434	183.107758	
800.000000	4.775146	187.129868	
804.000000	4.791284	191.183167	
808.000000	4.818611	195.176270	
812.000000	4.856186	199.139755	
816.000000	4.903309	203.092529	
820.000000	4.961477	206.927124	
824.000000	5.029016	210.734116	
828.000000	5.106546	214.466736	
832.000000	5.194033	218.078247	
836.000000	5.290901	221.634933	
840.000000	5.396247	225.082336	
844.000000	5.509890	228.422363	
848.000000	5.631670	231.697662	
852.000000	5.761110	234.842560	
856.000000	5.897343	237.892456	
860.000000	6.041082	240.871613	
864.000000	6.190588	243.719238	
868.000000	6.346071	246.475952	
872.000000	6.507705	249.168121	
876.000000	6.673946	251.744003	
880.000000	6.844799	254.238464	
884.000000	7.021238	256.671631	
888.000000	7.200974	259.013123	
892.000000	7.384166	261.273987	
896.000000	7.572114	263.481934	
900.000000	7.763511	265.619324	
904.000000	7.956485	267.682220	
908.000000	8.153611	269.699402	
912.000000	8.354437	-88.328598	
916.000000	8.555485	-86.444908	
920.000000	8.759707	-84.594635	
924.000000	8.967648	-82.783905	
928.000000	9.176015	-81.029305	
932.000000	9.386097	-79.319687	
936.000000	9.599009	-77.637703	
940.000000	9.814353	-75.990662	
944.000000	10.028800	-74.394997	
948.000000	10.245808	-72.823112	
952.000000	10.465650	-71.278381	
956.000000	10.685340	-69.771027	
960.000000	10.905361	-68.301430	
964.000000	11.127569	-66.850441	
968.000000	11.351980	-65.417961	
972.000000	11.574759	-64.023163	
976.000000	11.798690	-62.650021	
980.000000	12.024636	-61.293770	
984.000000	12.252339	-59.950310	
988.000000	12.477361	-58.639069	
992.000000	12.704068	-57.344059	
996.000000	12.932111	-56.056828	
1000.000000	13.161734	-54.781479	
1004.000000	13.388382	-53.536095	
1008.000000	13.616414	-52.301540	
1012.000000	13.845516	-51.073002	
1016.000000	14.075882	-49.854130	
1020.000000	14.302986	-48.660069	
1024.000000	14.530647	-47.476364	
1028.000000	14.759162	-46.298874	
1032.000000	14.988397	-45.126072	
1036.000000	15.215456	-43.970913	
1040.000000	15.441593	-42.826035	
1044.000000	15.668239	-41.686249	
1048.000000	15.895229	-40.549824	
1052.000000	16.121307	-39.422554	
1056.000000	16.344358	-38.308826	
1060.000000	16.567522	-37.199146	
1064.000000	16.790693	-36.093029	
1068.000000	17.013727	-34.989410	
1072.000000	17.233261	-33.896885	
1076.000000	17.451359	-32.808952	
